User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U14550,39,Male,Pune,Oppo,Android,8.2,3.0,91.9,108,3.5,5830,6.9,1.8,1547,Work
U14551,53,Male,Lucknow,Samsung,Android,2.6,13.6,222.3,50,4.1,1358,7.6,0.4,1435,Social Media
U14552,43,Female,Mumbai,Vivo,Android,1.4,28.7,197.0,145,4.8,8993,7.0,4.1,831,Gaming
U14553,17,Male,Ahmedabad,Xiaomi,iOS,2.6,38.7,109.0,82,2.3,6985,1.7,3.7,1828,Work
U14554,39,Female,Bangalore,Realme,iOS,8.5,20.4,176.5,12,3.0,1803,5.6,3.4,387,Education
U14555,42,Other,Jaipur,OnePlus,iOS,8.9,11.7,287.9,165,4.9,3010,3.4,3.9,346,Entertainment
U14556,42,Male,Delhi,Oppo,iOS,7.8,18.6,280.3,32,1.2,2456,4.1,2.3,384,Social Media
U14557,50,Female,Pune,Apple,iOS,8.1,7.2,252.1,107,2.1,1914,8.0,3.5,1403,Education
U14558,42,Other,Delhi,Xiaomi,Android,11.0,32.0,11.7,96,4.5,7215,4.0,0.8,767,Work
U14559,52,Female,Pune,Vivo,iOS,6.6,17.3,7.1,106,1.2,5877,0.8,4.4,1581,Work
U14560,57,Female,Chennai,Nokia,Android,8.2,20.9,66.9,24,4.9,3536,1.8,2.1,471,Work
U14561,26,Female,Pune,Motorola,iOS,2.5,28.2,211.7,59,1.0,5144,3.0,2.1,1430,Education
U14562,60,Male,Bangalore,Vivo,Android,7.8,48.0,180.4,128,1.5,4085,5.1,3.9,1651,Work
U14563,42,Other,Jaipur,Samsung,iOS,1.9,39.7,211.5,137,1.5,9765,5.6,4.5,1826,Work
U14564,50,Male,Pune,OnePlus,Android,4.2,2.5,189.1,114,3.3,567,1.2,1.2,260,Work
U14565,27,Female,Kolkata,Oppo,iOS,8.6,33.3,85.1,87,5.3,4940,5.3,0.1,532,Social Media
U14566,25,Other,Chennai,OnePlus,iOS,7.7,12.6,296.1,31,5.9,526,4.1,0.0,391,Work
U14567,27,Other,Chennai,OnePlus,iOS,8.2,35.6,206.4,30,5.2,5666,2.9,4.8,771,Gaming
U14568,28,Other,Chennai,Samsung,iOS,1.1,17.5,297.4,16,1.2,5636,5.8,4.9,691,Work
U14569,42,Male,Kolkata,Motorola,Android,8.9,28.4,86.8,119,5.9,9021,5.4,0.7,1330,Entertainment
U14570,45,Female,Lucknow,OnePlus,Android,3.7,20.3,258.9,105,4.8,3278,4.1,3.2,1025,Work
U14571,25,Female,Kolkata,Vivo,Android,6.2,48.2,226.9,114,5.8,897,2.0,2.3,420,Entertainment
U14572,17,Other,Delhi,Xiaomi,iOS,4.4,8.4,62.3,56,5.2,3519,6.7,4.6,1350,Education
U14573,57,Other,Delhi,Vivo,iOS,2.1,24.0,122.6,71,1.8,193,5.9,2.1,1488,Gaming
U14574,32,Female,Pune,Realme,Android,1.3,13.0,253.6,83,4.9,9892,5.8,0.7,270,Education
U14575,52,Other,Lucknow,Apple,Android,5.3,10.6,145.2,137,0.5,1850,6.1,1.2,1937,Social Media
U14576,47,Male,Chennai,OnePlus,iOS,1.7,2.4,54.3,113,5.0,1305,4.4,1.7,552,Work
U14577,19,Female,Mumbai,Oppo,iOS,7.0,12.3,26.0,131,5.6,8232,7.9,0.2,217,Entertainment
U14578,33,Female,Lucknow,Motorola,Android,10.8,46.1,98.4,15,4.5,9745,7.8,3.8,1734,Social Media
U14579,29,Other,Delhi,OnePlus,Android,4.4,9.6,55.9,81,2.7,3206,2.9,0.8,1188,Education
U14580,49,Other,Jaipur,Oppo,iOS,11.0,10.4,55.7,81,3.7,1999,3.1,1.1,1640,Entertainment
U14581,23,Other,Kolkata,Apple,iOS,8.7,20.3,184.3,198,1.4,6401,0.8,0.2,783,Entertainment
U14582,22,Male,Ahmedabad,Vivo,Android,3.3,40.4,183.1,182,0.9,6565,1.8,2.7,1005,Gaming
U14583,55,Male,Ahmedabad,Vivo,iOS,7.7,24.0,162.1,115,2.1,410,3.2,4.6,451,Gaming
U14584,25,Female,Jaipur,OnePlus,Android,1.9,20.0,205.7,52,4.2,2939,3.7,2.8,171,Gaming
U14585,32,Male,Chennai,OnePlus,Android,4.2,15.7,89.2,131,5.1,4166,1.0,0.8,702,Social Media
U14586,47,Female,Hyderabad,Samsung,iOS,6.7,4.7,233.4,37,2.9,8805,0.9,2.7,287,Entertainment
U14587,49,Female,Bangalore,Samsung,iOS,5.8,25.6,265.1,133,0.5,3467,8.0,4.1,1743,Education
U14588,15,Male,Bangalore,Motorola,iOS,2.9,25.2,128.2,173,5.4,6569,2.8,4.0,1906,Social Media
U14589,30,Female,Kolkata,Nokia,iOS,2.0,23.5,224.7,82,2.6,1718,7.6,3.4,462,Work
U14590,30,Female,Ahmedabad,Realme,iOS,2.5,13.1,64.8,20,2.5,5387,6.2,3.4,1493,Gaming
U14591,24,Male,Jaipur,Vivo,iOS,8.5,13.7,103.1,146,4.5,8264,3.0,2.7,1607,Education
U14592,20,Male,Mumbai,Xiaomi,iOS,7.7,39.3,223.5,83,3.9,9756,7.5,4.8,1230,Education
U14593,44,Other,Kolkata,Vivo,Android,4.6,31.9,220.3,93,3.2,1913,6.6,2.2,419,Entertainment
U14594,53,Other,Pune,Samsung,iOS,3.9,40.8,92.5,67,4.9,4632,0.8,3.3,1372,Work
U14595,37,Female,Lucknow,Oppo,Android,5.0,34.4,169.1,111,1.9,8762,5.9,2.8,1441,Entertainment
U14596,50,Other,Jaipur,Xiaomi,iOS,10.6,34.7,143.3,13,5.1,7824,5.4,4.6,906,Gaming
U14597,55,Other,Mumbai,Apple,iOS,5.7,2.3,189.6,146,5.7,7331,6.5,4.4,614,Gaming
U14598,54,Male,Ahmedabad,Samsung,iOS,5.0,37.1,100.5,88,1.9,9140,4.9,0.5,1590,Work
U14599,60,Other,Delhi,OnePlus,iOS,10.7,17.7,206.8,131,5.6,966,3.1,3.9,342,Education
U14600,40,Other,Pune,Vivo,Android,9.8,47.9,281.8,147,3.0,2300,6.3,3.5,1769,Gaming
U14601,55,Female,Lucknow,OnePlus,iOS,8.0,17.5,119.1,88,3.5,1296,1.2,1.1,1368,Education
U14602,19,Other,Chennai,Samsung,Android,9.1,11.9,270.0,16,5.8,2264,5.1,0.7,1041,Work
U14603,30,Other,Chennai,Vivo,Android,4.8,26.2,24.6,29,1.2,2867,4.9,1.4,167,Social Media
U14604,21,Female,Lucknow,Motorola,Android,1.8,24.6,296.3,121,1.4,8900,6.3,3.6,1506,Education
U14605,47,Male,Delhi,Samsung,Android,8.3,4.4,25.0,88,2.9,9519,5.8,2.0,1782,Entertainment
U14606,20,Other,Jaipur,Oppo,Android,4.5,2.8,71.8,69,3.2,5682,7.9,1.6,922,Gaming
U14607,17,Male,Ahmedabad,Google Pixel,iOS,11.6,37.0,56.6,43,4.4,8517,7.0,3.9,1382,Social Media
U14608,15,Female,Jaipur,Xiaomi,iOS,6.8,18.9,212.1,189,5.4,9863,7.7,0.8,818,Entertainment
U14609,25,Female,Bangalore,Google Pixel,Android,7.9,40.7,121.3,37,5.5,8635,7.2,1.1,977,Work
U14610,30,Male,Mumbai,Realme,Android,6.9,42.8,76.9,17,1.7,4434,1.1,0.0,785,Education
U14611,25,Other,Delhi,Samsung,Android,4.1,34.7,58.5,84,4.2,4496,5.5,2.1,230,Work
U14612,60,Female,Pune,Vivo,iOS,3.4,14.6,168.1,111,2.4,2981,7.1,4.3,167,Social Media
U14613,51,Female,Mumbai,Nokia,Android,10.4,15.2,288.2,30,1.2,5930,3.2,0.1,1822,Social Media
U14614,58,Other,Delhi,Realme,iOS,6.5,34.7,118.9,155,5.2,5549,1.2,0.2,1689,Gaming
U14615,54,Female,Mumbai,Samsung,Android,5.2,2.0,268.4,52,3.4,9995,1.4,3.3,156,Entertainment
U14616,58,Female,Delhi,OnePlus,iOS,3.9,35.6,214.5,73,5.0,3758,2.2,1.8,767,Work
U14617,52,Other,Jaipur,Xiaomi,Android,10.4,3.3,185.1,107,2.0,1563,4.6,1.1,904,Education
U14618,40,Other,Pune,Motorola,iOS,9.8,5.5,229.4,75,6.0,8434,2.3,1.7,1268,Gaming
U14619,34,Other,Mumbai,Realme,Android,2.9,12.5,20.5,180,3.2,9554,7.3,1.0,1888,Gaming
U14620,43,Male,Ahmedabad,OnePlus,Android,6.8,33.3,13.6,44,1.2,826,3.3,3.1,1408,Social Media
U14621,28,Other,Pune,Apple,Android,9.7,39.8,59.1,148,1.9,1240,2.3,2.3,753,Work
U14622,49,Male,Ahmedabad,Xiaomi,Android,1.7,43.1,175.9,15,4.1,5643,7.3,4.0,1834,Social Media
U14623,26,Other,Kolkata,Nokia,Android,9.1,2.7,111.1,59,1.4,7711,4.3,3.6,1082,Social Media
U14624,42,Other,Delhi,Realme,Android,5.9,26.8,169.0,199,1.4,7056,4.4,0.6,1245,Social Media
U14625,38,Other,Delhi,Realme,iOS,4.9,24.6,7.9,83,5.3,424,0.6,5.0,925,Gaming
U14626,54,Female,Lucknow,Xiaomi,iOS,10.8,13.1,9.9,187,4.1,5233,0.9,2.7,850,Education
U14627,44,Male,Kolkata,Oppo,Android,11.4,10.9,70.7,85,5.2,844,0.9,4.3,1125,Work
U14628,16,Female,Ahmedabad,Samsung,iOS,10.3,12.3,15.1,123,3.1,904,2.5,3.0,696,Entertainment
U14629,25,Female,Mumbai,OnePlus,Android,4.7,12.9,18.4,194,2.3,6834,4.1,4.2,1655,Social Media
U14630,25,Other,Jaipur,Nokia,iOS,8.3,24.4,19.3,182,0.5,7364,1.2,4.1,1345,Social Media
U14631,52,Female,Pune,Samsung,Android,3.3,10.3,279.4,120,3.3,3356,5.1,0.5,1180,Education
U14632,58,Male,Pune,Google Pixel,Android,3.2,39.6,10.8,41,1.1,8300,1.0,4.7,1507,Entertainment
U14633,57,Other,Bangalore,Vivo,Android,11.3,4.4,39.3,79,3.1,2584,0.6,4.3,921,Entertainment
U14634,54,Other,Mumbai,Motorola,Android,9.1,29.3,27.8,30,4.6,5422,6.0,1.9,709,Gaming
U14635,53,Other,Chennai,OnePlus,iOS,6.8,8.3,28.5,199,1.3,1659,4.9,3.1,898,Gaming
U14636,45,Female,Hyderabad,Samsung,iOS,2.9,11.9,190.4,17,2.4,9491,5.6,4.4,736,Entertainment
U14637,51,Male,Jaipur,Apple,iOS,7.0,5.7,66.0,28,2.0,255,3.5,1.2,802,Education
U14638,20,Other,Kolkata,Realme,Android,11.7,35.4,144.6,25,6.0,2585,6.8,0.0,1070,Education
U14639,20,Female,Bangalore,Google Pixel,Android,1.2,7.1,33.3,135,5.7,2166,0.8,0.6,1273,Work
U14640,37,Female,Lucknow,Oppo,Android,1.3,29.7,205.3,153,2.9,5684,2.2,0.3,1456,Gaming
U14641,39,Other,Kolkata,Oppo,iOS,6.7,36.2,250.1,147,1.4,152,3.3,1.2,1088,Education
U14642,58,Male,Pune,Google Pixel,iOS,5.0,15.6,140.8,115,2.0,9965,7.2,3.5,1841,Entertainment
U14643,47,Other,Mumbai,Vivo,iOS,6.5,23.9,148.2,189,1.2,843,4.1,2.6,1031,Gaming
U14644,57,Other,Ahmedabad,Motorola,Android,9.7,18.8,87.5,84,1.0,2667,2.4,3.3,848,Work
U14645,56,Female,Pune,OnePlus,iOS,10.2,37.3,294.4,197,3.6,8712,5.0,1.5,1450,Gaming
U14646,34,Male,Ahmedabad,Oppo,Android,3.1,13.0,273.8,117,3.7,2644,6.6,0.3,1661,Entertainment
U14647,24,Other,Lucknow,Apple,iOS,11.5,13.6,219.2,127,5.4,8596,1.9,0.7,1942,Gaming
U14648,46,Other,Ahmedabad,Motorola,Android,7.6,39.3,130.2,193,4.4,1771,6.5,2.3,1667,Social Media
U14649,20,Female,Ahmedabad,Vivo,iOS,11.5,33.4,68.0,106,4.9,1744,5.5,1.8,1772,Gaming
U14650,35,Other,Bangalore,OnePlus,iOS,11.5,14.4,153.2,85,2.4,1805,5.7,0.4,1396,Entertainment
U14651,53,Other,Hyderabad,OnePlus,Android,6.2,10.1,195.3,174,2.0,8037,1.6,3.7,575,Gaming
U14652,40,Other,Pune,Apple,Android,11.5,42.5,138.0,11,6.0,6464,7.0,1.5,1425,Education
U14653,27,Female,Ahmedabad,Samsung,Android,6.3,40.4,194.1,55,5.5,4189,1.0,1.1,826,Gaming
U14654,35,Other,Chennai,Vivo,iOS,1.1,21.8,148.1,69,2.7,1407,6.1,1.7,862,Entertainment
U14655,57,Other,Mumbai,Motorola,Android,5.9,36.2,144.3,101,6.0,867,5.2,0.8,1757,Gaming
U14656,32,Female,Lucknow,OnePlus,iOS,10.4,32.3,76.0,193,1.0,1824,6.0,2.8,1276,Entertainment
U14657,42,Other,Ahmedabad,OnePlus,iOS,2.2,30.6,167.6,97,5.6,8221,5.3,0.7,1096,Work
U14658,41,Male,Pune,Realme,Android,9.0,27.3,69.7,148,1.8,2497,6.3,4.2,1497,Education
U14659,34,Male,Jaipur,Vivo,Android,3.1,20.8,86.8,72,5.8,5376,4.4,1.7,989,Entertainment
U14660,38,Female,Kolkata,OnePlus,Android,8.8,33.4,85.7,65,2.6,2887,5.2,0.9,1810,Social Media
U14661,56,Male,Lucknow,Motorola,iOS,7.1,14.4,55.3,128,5.3,7166,2.4,2.9,623,Entertainment
U14662,55,Female,Delhi,Motorola,Android,3.9,15.5,8.6,129,1.9,1169,5.2,3.6,1823,Entertainment
U14663,37,Male,Pune,Oppo,Android,1.1,32.0,274.7,75,5.6,2430,5.6,0.7,741,Entertainment
U14664,57,Female,Pune,Apple,iOS,2.0,12.5,295.7,36,2.6,8264,3.8,1.1,1525,Work
U14665,51,Male,Chennai,Xiaomi,iOS,9.5,15.9,122.3,163,3.8,7139,2.8,3.7,1103,Social Media
U14666,21,Other,Mumbai,Google Pixel,iOS,10.9,28.8,9.0,75,6.0,5953,1.0,4.4,232,Gaming
U14667,51,Other,Pune,Vivo,iOS,1.3,33.5,6.2,144,2.1,5567,3.0,1.0,1446,Social Media
U14668,41,Female,Mumbai,Google Pixel,Android,6.7,19.0,79.4,127,5.6,6768,4.7,1.0,1156,Education
U14669,23,Female,Pune,Motorola,iOS,4.6,36.8,195.4,123,0.7,8911,2.1,4.9,586,Education
U14670,57,Male,Hyderabad,OnePlus,Android,2.1,40.3,132.2,109,2.1,1542,3.4,3.3,1039,Entertainment
U14671,44,Other,Lucknow,OnePlus,Android,11.5,12.1,251.6,74,3.5,5038,1.7,0.7,1643,Social Media
U14672,46,Other,Chennai,Realme,iOS,3.1,45.9,192.4,104,4.2,416,4.1,5.0,1778,Education
U14673,34,Male,Chennai,Motorola,Android,3.8,37.6,136.6,28,2.8,9152,5.1,3.5,918,Work
U14674,30,Male,Pune,Xiaomi,iOS,8.0,49.8,257.2,149,2.3,3885,1.1,4.0,1285,Social Media
U14675,58,Female,Delhi,Apple,Android,8.5,34.0,84.5,89,2.2,6589,5.4,1.4,480,Work
U14676,16,Other,Kolkata,Oppo,iOS,10.0,48.3,138.5,187,3.9,6572,5.4,2.7,1720,Social Media
U14677,19,Female,Chennai,Samsung,Android,8.8,3.8,23.0,25,4.0,9574,3.5,1.1,192,Education
U14678,27,Male,Pune,Oppo,iOS,1.3,21.1,240.8,35,2.8,9262,6.6,1.5,1053,Work
U14679,25,Male,Chennai,Motorola,Android,11.1,28.3,283.2,118,2.3,4761,4.8,2.4,1881,Entertainment
U14680,34,Other,Delhi,OnePlus,iOS,3.8,28.0,129.0,66,5.0,4465,3.9,4.3,995,Education
U14681,52,Other,Delhi,Apple,iOS,7.8,32.9,109.0,51,4.1,7959,5.7,4.1,1346,Gaming
U14682,42,Other,Delhi,Google Pixel,iOS,7.7,1.8,14.3,88,0.6,2775,2.1,3.2,1677,Education
U14683,50,Male,Ahmedabad,Xiaomi,iOS,8.0,30.9,111.6,147,1.2,1139,2.9,0.6,279,Education
U14684,30,Other,Kolkata,Vivo,iOS,5.2,24.1,228.6,160,4.7,5314,5.4,1.3,1921,Education
U14685,37,Male,Lucknow,Xiaomi,iOS,1.6,4.3,157.9,110,4.7,8908,4.3,3.1,225,Social Media
U14686,22,Female,Hyderabad,Realme,iOS,1.4,2.5,145.2,127,3.4,1621,2.6,3.5,1043,Work
U14687,48,Female,Jaipur,Realme,Android,7.2,27.1,123.5,32,2.1,9618,2.5,2.1,335,Gaming
U14688,35,Female,Mumbai,Nokia,Android,8.8,14.1,108.8,26,3.2,8374,6.6,3.3,1541,Work
U14689,16,Other,Pune,Oppo,iOS,6.7,27.0,295.5,167,3.8,1857,7.8,2.3,1260,Gaming
U14690,39,Female,Ahmedabad,OnePlus,Android,1.9,22.5,290.7,102,4.8,7706,2.1,0.6,918,Gaming
U14691,17,Male,Mumbai,Xiaomi,iOS,4.4,23.8,145.6,141,3.8,8514,1.0,3.8,572,Entertainment
U14692,48,Male,Ahmedabad,Apple,iOS,5.6,14.3,53.6,27,5.7,8557,1.1,2.8,1716,Social Media
U14693,55,Male,Mumbai,Samsung,iOS,7.2,2.7,38.2,160,2.3,8354,4.8,0.2,724,Education
U14694,44,Other,Lucknow,Realme,Android,8.9,33.9,169.1,107,2.5,8000,0.5,2.7,722,Education
U14695,21,Female,Bangalore,OnePlus,iOS,1.8,12.8,112.3,183,3.7,7640,0.6,3.8,166,Education
U14696,50,Male,Lucknow,Apple,iOS,2.2,40.8,142.1,89,1.9,9808,3.2,3.1,1998,Work
U14697,21,Female,Lucknow,OnePlus,Android,10.1,38.3,102.6,70,2.6,7362,3.0,3.8,1934,Gaming
U14698,42,Other,Chennai,OnePlus,iOS,7.3,16.6,255.0,78,1.3,6339,0.8,2.8,1549,Entertainment
U14699,34,Other,Chennai,Samsung,Android,8.0,46.7,153.5,132,5.2,1479,7.5,1.5,158,Entertainment
U14700,29,Other,Chennai,OnePlus,iOS,9.9,3.4,36.9,93,6.0,4057,1.5,4.1,1652,Gaming
U14701,57,Male,Delhi,OnePlus,iOS,2.1,8.5,189.4,111,0.7,5946,0.8,1.3,1527,Education
U14702,45,Female,Pune,Vivo,iOS,8.7,5.8,135.4,162,4.3,8225,2.4,1.9,1017,Gaming
U14703,24,Male,Delhi,Xiaomi,Android,1.8,48.4,131.8,60,1.1,5861,3.5,1.5,349,Work
U14704,34,Male,Hyderabad,Google Pixel,iOS,2.2,46.5,222.3,81,3.2,3961,4.8,1.4,963,Work
U14705,52,Male,Delhi,Samsung,iOS,10.6,18.8,116.1,111,1.9,8286,4.2,1.7,407,Work
U14706,55,Female,Hyderabad,Google Pixel,Android,7.0,27.4,157.6,161,2.9,3792,2.2,0.3,1119,Entertainment
U14707,39,Male,Bangalore,Nokia,Android,1.2,28.3,114.8,20,4.9,5855,4.3,3.9,1738,Entertainment
U14708,56,Male,Mumbai,Xiaomi,iOS,6.3,25.9,267.6,119,2.8,3088,6.8,2.0,192,Gaming
U14709,57,Other,Mumbai,OnePlus,Android,1.2,41.6,15.4,178,3.3,1469,3.7,2.6,586,Work
U14710,44,Male,Kolkata,Xiaomi,iOS,11.6,29.5,257.0,158,2.0,4649,6.2,3.1,421,Gaming
U14711,28,Female,Jaipur,Xiaomi,iOS,1.0,29.1,217.5,149,4.7,8544,6.6,3.7,416,Entertainment
U14712,15,Other,Hyderabad,Vivo,iOS,10.2,30.4,103.7,88,0.9,2665,0.5,1.5,215,Social Media
U14713,45,Female,Delhi,Xiaomi,Android,3.1,24.9,249.1,72,1.9,8012,5.6,1.7,1549,Work
U14714,20,Male,Lucknow,Motorola,iOS,7.1,27.8,198.6,89,2.0,7308,1.9,2.0,378,Education
U14715,39,Male,Chennai,Google Pixel,Android,6.8,15.2,291.0,44,1.5,4301,4.6,2.0,173,Gaming
U14716,56,Male,Ahmedabad,Samsung,iOS,5.1,39.6,82.9,25,4.2,6091,6.5,0.6,1586,Gaming
U14717,52,Female,Lucknow,Vivo,Android,11.9,40.3,165.2,139,2.1,1786,3.5,0.2,622,Gaming
U14718,26,Female,Kolkata,OnePlus,iOS,4.3,36.9,225.0,45,1.2,2094,1.3,0.3,1964,Gaming
U14719,58,Other,Hyderabad,Oppo,Android,11.4,15.9,6.6,90,4.2,6726,4.1,1.4,425,Gaming
U14720,47,Female,Kolkata,OnePlus,iOS,3.8,47.6,224.1,30,2.6,6962,4.3,3.0,1504,Education
U14721,58,Other,Jaipur,Apple,iOS,1.4,35.4,210.7,97,5.5,4953,7.8,3.3,627,Education
U14722,55,Female,Bangalore,Oppo,Android,1.2,22.3,90.4,74,2.1,8811,4.9,4.3,1809,Gaming
U14723,17,Male,Mumbai,Vivo,iOS,8.4,22.8,220.3,200,5.1,9798,3.5,0.0,958,Education
U14724,44,Other,Delhi,Vivo,Android,3.3,4.2,67.8,173,5.0,4834,3.9,2.9,1328,Gaming
U14725,45,Other,Bangalore,OnePlus,Android,8.0,33.6,65.9,110,0.8,4275,1.1,0.0,421,Social Media
U14726,25,Other,Delhi,Realme,Android,4.5,37.8,134.8,106,3.4,4932,5.9,2.7,333,Entertainment
U14727,48,Other,Jaipur,Nokia,iOS,6.5,6.4,259.1,135,1.8,795,5.0,2.4,711,Work
U14728,36,Male,Lucknow,Samsung,iOS,10.3,23.9,184.2,156,4.7,6685,0.9,3.6,1346,Work
U14729,54,Male,Hyderabad,Google Pixel,Android,11.4,45.7,213.1,147,1.6,8249,7.7,1.0,1197,Work
U14730,30,Female,Lucknow,Nokia,Android,9.4,44.4,148.0,92,5.4,3668,1.3,0.2,1994,Entertainment
U14731,56,Male,Kolkata,OnePlus,iOS,4.7,6.9,208.1,93,0.9,8032,4.5,0.7,1674,Entertainment
U14732,48,Male,Jaipur,Xiaomi,Android,9.6,3.7,170.5,85,2.5,272,4.4,3.5,1234,Work
U14733,46,Male,Ahmedabad,OnePlus,iOS,7.5,34.0,218.8,124,4.3,760,4.2,2.6,765,Gaming
U14734,16,Female,Bangalore,OnePlus,Android,2.1,46.3,151.2,51,2.9,6116,2.3,1.7,880,Work
U14735,46,Male,Mumbai,Samsung,Android,5.1,38.7,108.2,151,3.4,5288,5.3,3.0,378,Education
U14736,21,Other,Pune,Realme,iOS,1.9,42.0,119.3,178,4.8,7249,6.3,4.0,213,Work
U14737,29,Male,Chennai,Vivo,iOS,12.0,18.4,195.5,87,2.2,4867,2.2,2.8,677,Education
U14738,30,Other,Chennai,Nokia,iOS,9.4,49.2,284.6,75,5.3,9370,1.8,3.2,1003,Education
U14739,21,Other,Ahmedabad,Google Pixel,Android,3.4,46.2,256.4,188,3.8,3553,5.2,3.9,1457,Work
U14740,58,Other,Mumbai,Realme,Android,9.7,26.8,255.5,192,1.6,563,3.6,0.6,1976,Education
U14741,58,Female,Chennai,Motorola,iOS,1.7,5.6,232.1,22,1.2,6231,2.1,3.7,1549,Social Media
U14742,57,Male,Pune,Vivo,Android,8.7,9.3,174.0,121,5.1,7131,2.6,0.1,1583,Entertainment
U14743,49,Female,Hyderabad,Xiaomi,iOS,2.9,46.9,226.3,138,5.6,3242,3.4,3.0,1230,Gaming
U14744,30,Other,Delhi,Oppo,iOS,6.0,17.9,241.5,154,1.2,8638,5.8,2.1,1986,Social Media
U14745,48,Female,Chennai,Samsung,Android,10.9,9.4,118.4,72,6.0,3806,6.4,2.9,1863,Work
U14746,53,Male,Pune,Oppo,Android,10.7,30.0,284.9,111,4.3,9167,0.7,1.2,1945,Education
U14747,59,Female,Kolkata,OnePlus,iOS,6.5,46.5,137.6,68,4.2,7221,3.9,1.7,500,Gaming
U14748,30,Female,Mumbai,OnePlus,Android,3.4,33.5,60.9,193,5.6,2025,6.8,3.7,1352,Entertainment
U14749,34,Other,Bangalore,Oppo,iOS,2.3,28.1,96.6,91,1.6,2015,4.5,0.6,181,Social Media
U14750,46,Other,Pune,Samsung,Android,7.2,45.3,35.1,104,3.8,3673,7.3,1.0,1211,Social Media
U14751,53,Male,Mumbai,Vivo,iOS,7.3,7.4,12.3,88,2.3,832,7.9,0.3,375,Education
U14752,19,Other,Bangalore,Samsung,Android,9.8,11.2,41.9,167,1.7,4961,0.6,4.7,1174,Social Media
U14753,35,Female,Pune,Xiaomi,iOS,4.8,30.0,238.1,47,1.7,6719,3.9,2.3,1370,Entertainment
U14754,41,Other,Ahmedabad,Samsung,Android,4.6,7.6,213.2,99,3.4,3036,3.4,1.4,597,Gaming
U14755,49,Other,Mumbai,Apple,iOS,10.8,25.7,271.3,151,3.1,8495,7.5,4.2,946,Entertainment
U14756,56,Male,Bangalore,Nokia,iOS,5.4,42.3,255.9,167,1.7,1447,6.6,4.4,856,Work
U14757,36,Female,Bangalore,OnePlus,iOS,1.3,27.0,153.6,26,5.5,4049,2.7,0.4,1877,Entertainment
U14758,16,Female,Lucknow,Nokia,Android,1.4,4.5,151.5,16,1.5,7906,0.9,3.7,1833,Education
U14759,33,Other,Chennai,Nokia,iOS,8.8,41.4,197.7,183,1.4,8013,0.6,2.6,533,Entertainment
U14760,50,Male,Pune,Xiaomi,iOS,9.6,12.0,26.6,139,0.9,2317,2.5,4.5,849,Entertainment
U14761,34,Other,Chennai,Motorola,Android,2.6,45.4,62.6,151,2.9,4312,0.7,4.1,1695,Entertainment
U14762,15,Male,Pune,Vivo,Android,8.2,1.4,96.2,105,4.8,1838,4.3,3.5,591,Gaming
U14763,20,Female,Ahmedabad,Realme,Android,5.2,22.4,164.9,196,2.5,6847,2.6,5.0,768,Social Media
U14764,60,Other,Jaipur,Nokia,iOS,6.3,23.4,253.8,97,0.8,8958,4.8,4.3,1643,Entertainment
U14765,59,Other,Hyderabad,Motorola,iOS,6.7,22.8,248.0,138,3.9,9391,6.8,1.4,981,Social Media
U14766,55,Female,Lucknow,Realme,Android,4.7,13.5,282.4,50,3.0,7521,1.2,3.2,206,Work
U14767,26,Male,Ahmedabad,OnePlus,iOS,12.0,38.8,41.2,87,4.1,2163,1.7,5.0,1440,Gaming
U14768,48,Female,Chennai,Xiaomi,Android,8.4,26.5,136.3,111,1.5,5660,1.2,1.2,320,Education
U14769,36,Male,Pune,Oppo,iOS,8.5,27.8,7.4,79,3.8,1734,2.6,3.8,1364,Education
U14770,51,Other,Kolkata,Xiaomi,iOS,11.4,41.5,273.1,11,2.4,2678,6.3,1.6,652,Education
U14771,43,Other,Jaipur,Google Pixel,iOS,3.2,33.8,11.8,10,5.2,4449,3.6,3.0,1920,Entertainment
U14772,24,Male,Pune,Apple,iOS,2.0,29.4,150.6,65,5.7,1027,3.4,1.1,1712,Social Media
U14773,46,Male,Hyderabad,Samsung,iOS,9.3,40.3,167.4,187,5.3,8982,4.5,2.5,1098,Entertainment
U14774,16,Other,Lucknow,Apple,iOS,9.4,21.2,176.5,113,3.6,8838,1.0,0.0,1014,Education
U14775,56,Other,Kolkata,Oppo,iOS,9.2,46.0,206.1,13,1.9,4986,1.9,3.5,750,Entertainment
U14776,43,Female,Kolkata,Xiaomi,Android,6.1,46.2,112.0,182,5.6,2847,5.7,3.4,324,Education
U14777,45,Other,Pune,Nokia,Android,9.5,42.3,206.8,164,2.2,6570,7.8,2.3,1250,Social Media
U14778,54,Female,Delhi,Nokia,iOS,4.3,15.3,194.6,16,4.9,8230,6.4,4.1,1776,Social Media
U14779,48,Female,Pune,Motorola,Android,1.1,35.7,18.2,91,2.3,6667,4.8,0.6,207,Education
U14780,32,Male,Jaipur,Google Pixel,Android,8.8,41.8,166.3,14,4.9,7156,2.4,3.7,1350,Education
U14781,36,Male,Hyderabad,Xiaomi,iOS,5.1,18.3,266.7,66,2.5,8797,4.4,1.2,1093,Work
